順位,ASIN,商品名,商品URL,画像URL,評価数,評価値,直近30日販売数（親）,ライバル候補,トラフィック順位,トラフィック比率
11,B098D2MJZ5,ビトムス キューティクルニッパー 甘皮処理 ネイルニッパー 爪ケア プッシャー 爪磨き付,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1MTA1MjQ4NjE2NzA1NDg0OjE3NDY3MTQ5NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA5MjY4OTE3MjA2Mjo6MDo6&url=%2FVITOMS-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E3%2583%258D%25E3%2582%25A4%25E3%2583%25AB%25E3%2582%25B1%25E3%2582%25A2-%25E3%2583%2597%25E3%2583%2583%25E3%2582%25B7%25E3%2583%25A3%25E3%2583%25BC-%25E7%2588%25AA%25E7%25A3%25A8%25E3%2581%258D%25E4%25BB%2598%25E3%2581%258D%2Fdp%2FB098D2MJZ5%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%253Aamzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%26cv_ct_cx%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26pd_rd_i%3DB098D2MJZ5%26pd_rd_r%3D3315de1e-27d1-45a8-badb-346e1c14868b%26pd_rd_w%3DBVKC4%26pd_rd_wg%3Djwz7V%26pf_rd_p%3D2c6a7283-2124-4077-8d54-198b7a4638c9%26pf_rd_r%3D58DD3TDDPK98N8MCN7R0%26qid%3D1746714949%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-9ad0563b-de06-426f-a1d3-3a92323660bd-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,https://m.media-amazon.com/images/I/71HGrxraGpL._AC_UL320_.jpg,904,4.4,"1,955",,,
12,B0DPQHN59X,【 LULUGEL 甘皮処理 セット DX】 キューティクルリムーバー キューティクルニッパー 甘皮 ニッパー プッシャー キューティクルプッシャー 爪磨き ガラス ファイル ４点 ジェルネイル ネイルケア セット 説明書付き,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1MTA1MjQ4NjE2NzA1NDg0OjE3NDY3MTQ5NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA3MjA2NzQwOTg2Mjo6MTo6&url=%2FLULUGEL-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%25AA%25E3%2583%25A0%25E3%2583%25BC%25E3%2583%2590%25E3%2583%25BC-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%2597%25E3%2583%2583%25E3%2582%25B7%25E3%2583%25A3%25E3%2583%25BC-%25E3%2582%25B8%25E3%2582%25A7%25E3%2583%25AB%25E3%2583%258D%25E3%2582%25A4%25E3%2583%25AB%2Fdp%2FB0DPQHN59X%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%253Aamzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%26cv_ct_cx%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26pd_rd_i%3DB0DPQHN59X%26pd_rd_r%3D3315de1e-27d1-45a8-badb-346e1c14868b%26pd_rd_w%3DBVKC4%26pd_rd_wg%3Djwz7V%26pf_rd_p%3D2c6a7283-2124-4077-8d54-198b7a4638c9%26pf_rd_r%3D58DD3TDDPK98N8MCN7R0%26qid%3D1746714949%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-9ad0563b-de06-426f-a1d3-3a92323660bd-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,https://m.media-amazon.com/images/I/615o6TrbhrL._AC_UL320_.jpg,92,4.5,164,,,
13,B07G12CGD3,KIMINO甘皮処理 ネイルニッパー 甘皮 ニッパー ニッパー爪切り キューティクルニッパー ネイルケア 甘皮 甘皮ケア キューティクル プッシャー付き マニキュア ペディキュア & キューティクル ツール,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1MTA1MjQ4NjE2NzA1NDg0OjE3NDY3MTQ5NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAyNzE5NjMzNDM2Mjo6Mjo6&url=%2F%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB-KIMINO-%25E3%2583%258D%25E3%2582%25A4%25E3%2583%25AB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E5%258C%25BB%25E7%2599%2582%25E7%2594%25A8%25E3%2582%25B0%25E3%2583%25AC%25E3%2583%25BC%25E3%2583%2589-%25E3%2583%2597%25E3%2583%2583%25E3%2582%25B7%25E3%2583%25A3%25E3%2583%25BC%25E4%25BB%2598%25E3%2581%258D%2Fdp%2FB07G12CGD3%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%253Aamzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%26cv_ct_cx%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26pd_rd_i%3DB07G12CGD3%26pd_rd_r%3D3315de1e-27d1-45a8-badb-346e1c14868b%26pd_rd_w%3DBVKC4%26pd_rd_wg%3Djwz7V%26pf_rd_p%3D2c6a7283-2124-4077-8d54-198b7a4638c9%26pf_rd_r%3D58DD3TDDPK98N8MCN7R0%26qid%3D1746714949%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-9ad0563b-de06-426f-a1d3-3a92323660bd-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,https://m.media-amazon.com/images/I/61ZfzmDbeJL._AC_UL320_.jpg,2278,4.1,257,,,
14,B095H9RST7,キューティクルニッパー 甘皮 ネイル 甘皮処理 ネイルケア ニッパー プッシャー,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1MTA1MjQ4NjE2NzA1NDg0OjE3NDY3MTQ5NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAyNTc3OTY1MTU2Mjo6Mzo6&url=%2FRozally-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586-%25E3%2583%258D%25E3%2582%25A4%25E3%2583%25AB%25E3%2582%25B1%25E3%2582%25A2-%25E3%2583%2597%25E3%2583%2583%25E3%2582%25B7%25E3%2583%25A3%25E3%2583%25BC%2Fdp%2FB095H9RST7%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%253Aamzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%26cv_ct_cx%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26pd_rd_i%3DB095H9RST7%26pd_rd_r%3D3315de1e-27d1-45a8-badb-346e1c14868b%26pd_rd_w%3DBVKC4%26pd_rd_wg%3Djwz7V%26pf_rd_p%3D2c6a7283-2124-4077-8d54-198b7a4638c9%26pf_rd_r%3D58DD3TDDPK98N8MCN7R0%26qid%3D1746714949%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-9ad0563b-de06-426f-a1d3-3a92323660bd-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,https://m.media-amazon.com/images/I/61o87y6pXAS._AC_UL320_.jpg,976,4.4,458,,,
15,B08ZKF6HMB,PROTAIR キューティクルニッパー 甘皮処理 ネイルケア プッシャー付き,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1MTA1MjQ4NjE2NzA1NDg0OjE3NDY3MTQ5NDk6c3Bfc2VhcmNoX3RoZW1hdGljOjEwODE1MDYwMjMwMjo6NDo6&url=%2FPROTAIR-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586-%25E3%2583%258D%25E3%2582%25A4%25E3%2583%25AB%25E3%2582%25B1%25E3%2582%25A2-%25E3%2583%2597%25E3%2583%2583%25E3%2582%25B7%25E3%2583%25A3%25E3%2583%25BC%25E4%25BB%2598%25E3%2581%258D%2Fdp%2FB08ZKF6HMB%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%253Aamzn1.sym.2c6a7283-2124-4077-8d54-198b7a4638c9%26cv_ct_cx%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26pd_rd_i%3DB08ZKF6HMB%26pd_rd_r%3D3315de1e-27d1-45a8-badb-346e1c14868b%26pd_rd_w%3DBVKC4%26pd_rd_wg%3Djwz7V%26pf_rd_p%3D2c6a7283-2124-4077-8d54-198b7a4638c9%26pf_rd_r%3D58DD3TDDPK98N8MCN7R0%26qid%3D1746714949%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-9ad0563b-de06-426f-a1d3-3a92323660bd-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,https://m.media-amazon.com/images/I/610WkLKAu2L._AC_UL320_.jpg,3709,4.5,676,,,
16,,N/A,N/A,N/A,N/A,N/A,132,,,
17,B08ZKF6HMB,PROTAIR キューティクルニッパー 甘皮処理 ネイルケア プッシャー付き,https://www.amazon.co.jp/PROTAIR-%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AB%E3%83%8B%E3%83%83%E3%83%91%E3%83%BC-%E7%94%98%E7%9A%AE%E5%87%A6%E7%90%86-%E3%83%8D%E3%82%A4%E3%83%AB%E3%82%B1%E3%82%A2-%E3%83%97%E3%83%83%E3%82%B7%E3%83%A3%E3%83%BC%E4%BB%98%E3%81%8D/dp/B08ZKF6HMB/ref=sr_1_8?dib=eyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ&dib_tag=se&keywords=%E7%94%98%E7%9A%AE%E5%87%A6%E7%90%86&qid=1746714949&sr=8-8,https://m.media-amazon.com/images/I/610WkLKAu2L._AC_UL320_.jpg,3709,4.5,431,,,
18,B00JPVFY38,pa(ピーエー) キューティクルリムーバーR base07 (6mL),https://www.amazon.co.jp/pa-%E3%83%94%E3%83%BC%E3%82%A8%E3%83%BC-%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AB%E3%83%AA%E3%83%A0%E3%83%BC%E3%83%90%E3%83%BCR-base07-6mL/dp/B00JPVFY38/ref=sr_1_9?dib=eyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ&dib_tag=se&keywords=%E7%94%98%E7%9A%AE%E5%87%A6%E7%90%86&qid=1746714949&sr=8-9,https://m.media-amazon.com/images/I/41nKwj6A81L._AC_UL320_.jpg,732,4.1,174,,,
19,B09Q59MWZH,コージー本舗 ネイリスト キューティクルケアスティック 甘皮処理スティック,https://www.amazon.co.jp/%E3%82%B3%E3%83%BC%E3%82%B8%E3%83%BC%E6%9C%AC%E8%88%97-%E3%83%8D%E3%82%A4%E3%83%AA%E3%82%B9%E3%83%88-%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AB%E3%82%B1%E3%82%A2%E3%82%B9%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF-%E7%94%98%E7%9A%AE%E5%87%A6%E7%90%86%E3%82%B9%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF/dp/B09Q59MWZH/ref=sr_1_10?dib=eyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ&dib_tag=se&keywords=%E7%94%98%E7%9A%AE%E5%87%A6%E7%90%86&qid=1746714949&sr=8-10,https://m.media-amazon.com/images/I/51Cx2OPwENL._AC_UL320_.jpg,55,4.2,771,,,
20,B0BHZTHJ67,THRAU ミニキューティクルトリマーは、マニキュアやペディキュアに最適なアイテムです。ステンレス製のキューティクルニッパーで、爪や乾燥した肌のケアに使用できます。細かく尖った先端のカットクリッパーは、正確なトリミングを実現します。,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MToxODIwNDI1MTUwNzM1MjM5OjE3NDY3MTQ5NDk6c3BfbXRmOjMwMDAwNzM0ODUyODA2Mjo6MDo6&url=%2FTHRAU-THRAUNP1%2Fdp%2FB0BHZTHJ67%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ%26dib_tag%3Dse%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26qid%3D1746714949%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51kO0TujsPL._AC_UL320_.jpg,389,3.9,247,,,
21,B0F42BWTBF,5点セット甘皮処理 キューテ甘皮 ニッパー ィクルニッパー ネイルケアセット収納バッグ付き,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MToxODIwNDI1MTUwNzM1MjM5OjE3NDY3MTQ5NDk6c3BfbXRmOjMwMDA5NjA2NjIzNDE2Mjo6MDo6&url=%2F5%25E7%2582%25B9%25E3%2582%25BB%25E3%2583%2583%25E3%2583%2588%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E7%2594%2598%25E7%259A%25AE-%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E3%2583%258D%25E3%2582%25A4%25E3%2583%25AB%25E3%2582%25B1%25E3%2582%25A2%25E3%2582%25BB%25E3%2583%2583%25E3%2583%2588%25E5%258F%258E%25E7%25B4%258D%25E3%2583%2590%25E3%2583%2583%25E3%2582%25B0%25E4%25BB%2598%25E3%2581%258D%2Fdp%2FB0F42BWTBF%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ%26dib_tag%3Dse%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26qid%3D1746714949%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51msAh73WVL._AC_UL320_.jpg,N/A,N/A,573,,,
22,B0DNJCQHS5,THRAU キューティクルニッパー ミニプロ甘皮 ニッパー 甘皮処理 ささくれ用爪切り・ニッパー 甘皮ケア ニッパー ネイル より専門的で精密な携帯用ささくれ修剪器,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MToxODIwNDI1MTUwNzM1MjM5OjE3NDY3MTQ5NDk6c3BfbXRmOjMwMDA3Mzk2ODA1MzM2Mjo6MDo6&url=%2FTHRAU-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E3%2583%259F%25E3%2583%258B%25E3%2583%2597%25E3%2583%25AD%25E7%2594%2598%25E7%259A%25AE-%25E3%2581%2595%25E3%2581%2595%25E3%2581%258F%25E3%2582%258C%25E7%2594%25A8%25E7%2588%25AA%25E5%2588%2587%25E3%2582%258A%25E3%2583%25BB%25E3%2583%258B%25E3%2583%2583%25E3%2583%2591%25E3%2583%25BC-%25E3%2582%2588%25E3%2582%258A%25E5%25B0%2582%25E9%2596%2580%25E7%259A%2584%25E3%2581%25A7%25E7%25B2%25BE%25E5%25AF%2586%25E3%2581%25AA%25E6%2590%25BA%25E5%25B8%25AF%25E7%2594%25A8%25E3%2581%2595%25E3%2581%2595%25E3%2581%258F%25E3%2582%258C%25E4%25BF%25AE%25E5%2589%25AA%25E5%2599%25A8%2Fdp%2FB0DNJCQHS5%2Fref%3Dsr_1_13_sspa%3Fdib%3DeyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ%26dib_tag%3Dse%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26qid%3D1746714949%26sr%3D8-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51rg+yIYDTL._AC_UL320_.jpg,18,4.0,431,ライバル候補,-,-
23,B0DPMQP1Z8,【甘皮ごっそり】LULUGEL キューティクルリムーバー 100ml【スポイトタイプ20ml付き】 甘皮処理 ネイルケア 甘皮ケア 爪 ケア 甘皮リムーバー ゲル状速攻タイプなので 処理 時短 (2点セット(20ml.100ml)),https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MToxODIwNDI1MTUwNzM1MjM5OjE3NDY3MTQ5NDk6c3BfbXRmOjMwMDA3MTY3NzIxMDQ2Mjo6MDo6&url=%2F%25E3%2580%2590%25E7%2594%2598%25E7%259A%25AE%25E3%2581%2594%25E3%2581%25A3%25E3%2581%259D%25E3%2582%258A%25E3%2580%2591LULUGEL-%25E3%2582%25AD%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2582%25AF%25E3%2583%25AB%25E3%2583%25AA%25E3%2583%25A0%25E3%2583%25BC%25E3%2583%2590%25E3%2583%25BC-100ml%25E3%2580%2590%25E3%2582%25B9%25E3%2583%259D%25E3%2582%25A4%25E3%2583%2588%25E3%2582%25BF%25E3%2582%25A4%25E3%2583%259720ml%25E4%25BB%2598%25E3%2581%258D%25E3%2580%2591-%25E3%2582%25B2%25E3%2583%25AB%25E7%258A%25B6%25E9%2580%259F%25E6%2594%25BB%25E3%2582%25BF%25E3%2582%25A4%25E3%2583%2597%25E3%2581%25AA%25E3%2581%25AE%25E3%2581%25A7-20ml-100ml%2Fdp%2FB0DPMQP1Z8%2Fref%3Dsr_1_14_sspa%3Fdib%3DeyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ%26dib_tag%3Dse%26keywords%3D%25E7%2594%2598%25E7%259A%25AE%25E5%2587%25A6%25E7%2590%2586%26qid%3D1746714949%26sr%3D8-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51Yu9hszFSL._AC_UL320_.jpg,24,4.3,73,,,
24,B0DHX1F4RJ,【トップネイリスト監修】 Cheria キューティクルニッパー 甘皮処理 ネイルケア プッシャー 爪美人,https://www.amazon.co.jp/%E3%80%90%E3%83%88%E3%83%83%E3%83%97%E3%83%8D%E3%82%A4%E3%83%AA%E3%82%B9%E3%83%88%E7%9B%A3%E4%BF%AE%E3%80%91-Cheria-%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AB%E3%83%8B%E3%83%83%E3%83%91%E3%83%BC-%E3%83%8D%E3%82%A4%E3%83%AB%E3%82%B1%E3%82%A2-%E3%83%97%E3%83%83%E3%82%B7%E3%83%A3%E3%83%BC/dp/B0DHX1F4RJ/ref=sr_1_15?dib=eyJ2IjoiMSJ9.0KKOb7ebCRF7Z6wo65pjKLHWkAGIUOl4MXvI-3PIznb_RJhM6QohdcQr3J718Emd00hdEiplvmDwPI5LdrqUdRVwydfPCqgAfWU99zKRpYuFKcXek70ZwUTeVg4xen_FsCJqhVJRLUb9wQLdKHslNqIXL4Q1ghtBXRFQJ__0R6qUDmMgsT4xSPFuQMID8xDf5Bah0XwT0JY9xHoL25YPPcNU-MCWpMYpnw0kbZaOe2OQR-CM0Y2asiyUuoQRPOlG5It1nF6xSQA73YCOtJaf8IrLv16YW9G7F2IBjQ1Lhww.F1HZYJCccPfK1MJNbKCpmbUpXceLfx_ufzNoJhcnnKQ&dib_tag=se&keywords=%E7%94%98%E7%9A%AE%E5%87%A6%E7%90%86&qid=1746714949&sr=8-15,https://m.media-amazon.com/images/I/61sG5Urr50L._AC_UL320_.jpg,79,4.0,48,,,
