"商品名","販売数","商品URL","画像URL"
"10 in 1 ペディキュアキット、フットファイル、母の日の贈り物、女性への贈り物、妻への贈り物、ラスプと、硬い角質や角質を除去するのに最適、フィート用の角質取り、ポータブルな収納ボックス付き、旅行にも適します。","10000","https://jp.shein.com/10-In-1-Pedicure-Kit-With-Foot-Files-Mother-s-Day-Gifts-Gifts-For-Women-Gifts-For-Wife-And-Rasp-Perfect-For-Removing-Hard-Dead-Skin-And-Exfoliating-Feet-Portable-Storage-Box-Included-Travel-Kit-p-34269583.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/images3_spmp/2024/04/24/3f/17139637479b2342a9bd07168c2e1e451d59ac6354_thumbnail_600x.webp"
"電動角質除去器、USB充電式 10個サンディングヘッド、10個粗目サンドペーパー、10個細目サンドペーパー付き、ポータブル ネイルグラインダー ホームマニキュア用","10000","https://jp.shein.com/Electric-Foot-Grinder-USB-Rechargeable-Set-With-10pcs-Sanding-Heads-10pcs-Coarse-Sandpaper-10pcs-Fine-Sandpaper-Portable-Nail-Grinder-For-Home-Manicure-p-59554597.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/images3_spmp/2025/03/04/5e/174105520017e7e77dd8b95d4e6bde81f19b279e00_thumbnail_600x.webp"
"ペディキュアナイフ カルス除去ツール シルバー プロフェッショナル ヒールスクラバー 角質除去ペディキュア フットケアツール メンズ レディース","10000","https://jp.shein.com/Pedicure-Knife-Callus-Remover-Tool-Silver-Professional-Heel-Scrubber-Dead-Skin-Remover-Pedicure-Foot-Care-Tools-for-Men-Women-p-21314509.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/images3_spmp/2023/08/09/c3/1691585158bc39fbbf9209af5e90ac699ca4e61c04_thumbnail_600x.webp"
"8/10個セット フットケアセット 角質 ファイル、10 in 1 プロフェッショナル フットケアキット 角質除去、足の手入れ 肥厚した角質除去、フットスクレーパー、フットスクラブ、バッグ、オーガナイザー、収納","10000","https://jp.shein.com/8-10pcs-Foot-Rub-Pedicure-Set-Scraping-File-10ln1-Professional-Foot-Kit-Exfoliating-Clean-Foot-Care-Dead-Skin-Removal-Calluses-Foot-Scraper-Foot-Scrub-Bag-Organizer-Storage-p-39927752.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/v4/j/spmp/2025/04/30/89/17459942004d98ba060da2a0e4f1e00bad6c26087a_thumbnail_600x.webp"
"1個 プロフェッショナルペディキュアかすり器具、痒い肌、カカトの亀裂に、木製フットファイル かすり器 角質除去フットスクラバー、角質取り除き、両面ポーミス石フットファイル ペディキュア フットスクラバー、木製ハンドル付きプロフェッショナルフットかすり器、デッドスキン、乾燥、粗い足の除去用ペディキューラツール","10000","https://jp.shein.com/1pc-Professional-Pedicure-Rasp-Tool-For-Dead-Skin-Crack-Heels-Wood-Foot-File-Rasp-Callus-Remover-Foot-Scrubber-File-Callus-Remover-Double-Sided-Pumice-Stone-Foot-File-Pedicure-Foot-Scrubber-For-Feet-Professional-Foot-Rasp-With-Wooden-Handle-Pedicure-Tools-To-Remove-Dead-Skin-Dry-Rough-Feet-p-52693169.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/images3_spmp/2025/02/10/3f/1739171138143beb30f2e11218132c711f95d4665c_thumbnail_600x.webp"
"nailpop 角質除去ジェル&フットファイル: 強力な足の角質除去剤、フットケア用角質除去剤、ネイルキューティクル除去ジェル、ペディキュアツール&サプライ、スパキット、デッドスキンスクラバー、フットケア、ペディキュアツール","10000","https://jp.shein.com/nailpop-Callus-Remover-Gel-Foot-File-Extra-Strength-Callus-Remover-For-Feet-Foot-Callus-Remover-Care-Nail-Cuticle-Remover-Gel-Pedicure-Tools-Supplies-Spa-Kit-Dead-Skin-Scrubber-Foot-Care-Pedicure-Tools-p-37964793.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/images3_spmp/2024/06/19/31/1718767663abad6e90d8ecdec6a6f6a360fe14a6a6_thumbnail_600x.webp"
"AKOAK ステンレス鋼 5個セット 多機能 professional 角質取り道具 角質除去 ペディキュア ツール","10000","https://jp.shein.com/AKOAK-5-Pcs-Stainless-Steel-Scraper-Multifunctional-Professional-Pedicure-Tools-To-Remove-Dead-Skin-Callus-Knife-Scraping-Pedicure-Tools-p-63657836.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/v4/j/spmp/2025/03/25/59/1742889429f2b0a6ffb7837406d3af5118e5a0b239_thumbnail_600x.webp"
"ステンレススチール製 ペディキュアツールセット 8点 プロフェッショナル フットファイル&角質取り除去器 フットケアキット","10000","https://jp.shein.com/8pcs-Stainless-Steel-Pedicure-Tool-Set-Professional-Foot-File-Callus-Remover-Foot-Care-Kit-p-62901305.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/v4/j/spmp/2025/03/28/95/1743156068115e4e1e27206ea2f2c69aeafbe2148e_thumbnail_600x.webp"
"ステンレス鋼 ネイルケアツールキット 1セット、ペディキュア&マニキュアセット、角質取り、両面ネイルプッシャー、無臭のネイルグルーミングに適し、人間工学的非滑り止めハンドル、ネイルクリーナー&キューティクルニッパー、 角質と死んだ皮膚を除去、ハンドフット ケアセット","10000","https://jp.shein.com/1-Set-Stainless-Steel-Nail-Care-Tools-Kit-Pedicure-Manicure-Set-With-Callus-Remover-Double-Sided-Nail-Pusher-Suitable-For-Odorless-Nail-Grooming-Ergonomic-Non-Slip-Handle-Nail-Cleaner-And-Cuticle-Nipper-Removes-Dead-Skin-And-Calluses-Hand-And-Foot-Care-Set-p-64590965.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/images3_spmp/2025/02/25/6c/174049456412a978b1152aecf354a01fc57f832daa_thumbnail_600x.webp"
"7 1 ペディキュアツールセットプロフェッショナル角質除去キットカルスリムーバーフットケアセット女性男性用","10000","https://jp.shein.com/7-In-1-Pedicure-Tools-Set-Professional-Dead-Skin-Remover-Kit-Callus-Remover-Foot-Care-Set-For-Women-Men-p-11237542.html?mallCode=1&pageListType=4","//img.ltwebstatic.com/images3_pi/2022/08/10/16600638207e5b1add548cc959e97ea04f6424502f_thumbnail_600x.webp"
