順位,ASIN,商品名,商品URL,評価数,評価値,直近30日販売数（親）,直近30日販売数（子）,画像URL,ライバル候補
13,B0DZ2SSQX9,N/A,https://www.amazon.co.jp/%E3%80%90%E5%85%AC%E5%BC%8F%E3%80%91WELEDA-%E3%83%9E%E3%83%B3%E3%83%80%E3%83%AA%E3%83%BC%E3%83%8E%E3%83%87%E3%82%A3%E3%82%AB%E3%83%97%E3%83%AA-%E3%83%8F%E3%83%B3%E3%83%89%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0-%E3%83%93%E3%82%BF%E3%83%BC%E3%81%AA%E3%83%9E%E3%83%B3%E3%83%80%E3%83%AA%E3%83%B3%E3%81%AE%E9%A6%99%E3%82%8A-%E3%82%AA%E3%83%BC%E3%82%AC%E3%83%8B%E3%83%83%E3%82%AF/dp/B0DZ2SSQX9/ref=zg_bs_g_4754952051_d_sccl_13/356-1778989-8756505?psc=1,820,3.9,223,N/A,"https://images-fe.ssl-images-amazon.com/images/I/512sOsCMyXL._AC_UL600_SR600,400_.jpg",
14,B0978SCN1N,デコラティブネイル ネイルスクラブ TN43530,https://www.amazon.co.jp/SHO-BI-%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%93-%E3%83%87%E3%82%B3%E3%83%A9%E3%83%86%E3%82%A3%E3%83%96%E3%83%8D%E3%82%A4%E3%83%AB-%E3%83%8D%E3%82%A4%E3%83%AB%E3%82%B9%E3%82%AF%E3%83%A9%E3%83%96-TN43530/dp/B0978SCN1N/ref=zg_bs_g_4754952051_d_sccl_14/356-1778989-8756505?psc=1,2,3.6,< 5,N/A,"https://images-fe.ssl-images-amazon.com/images/I/31zGqZpSgBS._AC_UL600_SR600,400_.jpg",
15,B071VJC873,メンソレータム ハンドベール ビューティー プレミアムリッチネイル 24g <大容量>,https://www.amazon.co.jp/%E3%83%A1%E3%83%B3%E3%82%BD%E3%83%AC%E3%83%BC%E3%82%BF%E3%83%A0-%E3%83%8F%E3%83%B3%E3%83%89%E3%83%99%E3%83%BC%E3%83%AB-%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC-%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0%E3%83%AA%E3%83%83%E3%83%81%E3%83%8D%E3%82%A4%E3%83%AB-24g/dp/B071VJC873/ref=zg_bs_g_4754952051_d_sccl_15/356-1778989-8756505?psc=1,22,3.6,5,N/A,"https://images-fe.ssl-images-amazon.com/images/I/71OCDkBh6eL._AC_UL600_SR600,400_.jpg",
16,B0CG9SVZ12,N/A,https://www.amazon.co.jp/%E3%80%90%E5%9B%BD%E5%86%85%E6%AD%A3%E8%A6%8F%E5%93%81%E3%80%91DIOR-%E3%83%87%E3%82%A3%E3%82%AA%E3%83%BC%E3%83%AB-%E3%83%8D%E3%82%A4%E3%83%AB%E3%82%B1%E3%82%A2-%E3%83%8F%E3%83%B3%E3%83%89%E3%82%B1%E3%82%A2-%E3%82%B7%E3%83%A7%E3%83%83%E3%83%91%E3%83%BC%E4%BB%98%E3%81%8D/dp/B0CG9SVZ12/ref=zg_bs_g_4754952051_d_sccl_16/356-1778989-8756505?psc=1,24,4.4,15,N/A,"https://images-fe.ssl-images-amazon.com/images/I/61-AXKGV72L._AC_UL600_SR600,400_.jpg",
17,B0CLJJLFHR,NATURE REPUBLIC (ネイチャーリパブリック) スネイルソリューションエマルジョン (24年ver.),https://www.amazon.co.jp/NATURE-REPUBLIC-%E3%83%8D%E3%82%A4%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AA%E3%83%91%E3%83%96%E3%83%AA%E3%83%83%E3%82%AF-%E3%82%B9%E3%83%8D%E3%82%A4%E3%83%AB%E3%82%BD%E3%83%AA%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%A8%E3%83%9E%E3%83%AB%E3%82%B8%E3%83%A7%E3%83%B3-24%E5%B9%B4ver/dp/B0CLJJLFHR/ref=zg_bs_g_4754952051_d_sccl_17/356-1778989-8756505?psc=1,5,4.5,24,10+,"https://images-fe.ssl-images-amazon.com/images/I/41nWwEBKNUL._AC_UL600_SR600,400_.jpg",
18,B08T4MWQCN,N/A,https://www.amazon.co.jp/SPARITUAL-%E3%82%B9%E3%83%91%E3%83%AA%E3%83%81%E3%83%A5%E3%82%A2%E3%83%AB-%E3%82%A2%E3%83%83%E3%83%97%E3%83%AB%E3%83%95%E3%83%AB%E3%83%BC%E3%83%84-%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3-15%E3%83%9F%E3%83%AA%E3%83%AA%E3%83%83%E3%83%88%E3%83%AB/dp/B08T4MWQCN/ref=zg_bs_g_4754952051_d_sccl_18/356-1778989-8756505?psc=1,79,3.2,5,N/A,"https://images-fe.ssl-images-amazon.com/images/I/519PweSwUuL._AC_UL600_SR600,400_.jpg",
19,B0FW48KRCR,N/A,https://www.amazon.co.jp/%E3%80%90%E5%85%AC%E5%BC%8F%E3%80%91uka-%E3%82%A6%E3%82%AB-%E3%83%8F%E3%83%B3%E3%83%89%E3%82%AF%E3%83%AA%E3%82%A2%E3%83%9F%E3%82%B9%E3%83%88-50ml-%E3%83%8F%E3%83%B3%E3%83%89%E3%83%9F%E3%82%B9%E3%83%88/dp/B0FW48KRCR/ref=zg_bs_g_4754952051_d_sccl_19/356-1778989-8756505?psc=1,1,2.0,6,N/A,"https://images-fe.ssl-images-amazon.com/images/I/51o-sQFKxSL._AC_UL600_SR600,400_.jpg",
20,B076VVSMRD,【まとめ買い】メンソレータム ハンドベール ビューティー プレミアムリッチネイル 12g×4個,https://www.amazon.co.jp/%E3%80%90%E3%81%BE%E3%81%A8%E3%82%81%E8%B2%B7%E3%81%84%E3%80%91%E3%83%A1%E3%83%B3%E3%82%BD%E3%83%AC%E3%83%BC%E3%82%BF%E3%83%A0-%E3%83%8F%E3%83%B3%E3%83%89%E3%83%99%E3%83%BC%E3%83%AB-%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC-%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0%E3%83%AA%E3%83%83%E3%83%81%E3%83%8D%E3%82%A4%E3%83%AB-12g%C3%974%E5%80%8B/dp/B076VVSMRD/ref=zg_bs_g_4754952051_d_sccl_20/356-1778989-8756505?psc=1,7,3.3,10,N/A,"https://images-fe.ssl-images-amazon.com/images/I/71WqZ5bx6JL._AC_UL600_SR600,400_.jpg",
21,B092N669QB,N/A,https://www.amazon.co.jp/%E3%83%9E%E3%82%A4%E3%83%8E%E3%83%AD%E3%82%B8-%E7%94%98%E7%9A%AE%E3%83%8F%E3%83%8B%E3%83%BC-%E7%99%BD-10g/dp/B092N669QB/ref=zg_bs_g_4754952051_d_sccl_21/356-1778989-8756505?psc=1,15,3.6,< 5,N/A,"https://images-fe.ssl-images-amazon.com/images/I/41S2bWlUvCS._AC_UL600_SR600,400_.jpg",
22,B0CZTGTVTG,N/A,https://www.amazon.co.jp/%E3%83%AD%E3%82%AF%E3%82%B7%E3%82%BF%E3%83%B3-LOCCITANE-%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%8F%E3%83%B3%E3%83%89%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0%E3%83%88%E3%83%AA%E3%82%AA-%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88-%E3%83%97%E3%83%81%E3%82%AE%E3%83%95%E3%83%88/dp/B0CZTGTVTG/ref=zg_bs_g_4754952051_d_sccl_22/356-1778989-8756505?psc=1,66,4.5,N/A,N/A,"https://images-fe.ssl-images-amazon.com/images/I/61VmVymj2BL._AC_UL600_SR600,400_.jpg",
23,B0F89Y4H43,N/A,https://www.amazon.co.jp/%E3%83%87%E3%82%A4%E3%82%BA%E3%82%A4%E3%83%B3%E3%83%96%E3%83%AB%E3%83%BC%E3%83%A0-%E3%81%A8%E3%82%8D%E3%81%BF%E3%82%AA%E3%82%A4%E3%83%AB%E3%81%AE%E3%83%8D%E3%82%A4%E3%83%AB%E3%82%BB%E3%83%A9%E3%83%A0-%E3%83%8F%E3%83%BC%E3%83%90%E3%83%AB%E3%83%96%E3%83%BC%E3%82%B1%E3%81%AE%E9%A6%99%E3%82%8A-%E7%88%AA%E3%83%BB%E7%94%98%E7%9A%AE%E7%94%A8%E7%BE%8E%E5%AE%B9%E6%B6%B2-%E3%82%B9%E3%82%AF%E3%83%AF%E3%83%A9%E3%83%B3%E9%85%8D%E5%90%88/dp/B0F89Y4H43/ref=zg_bs_g_4754952051_d_sccl_23/356-1778989-8756505?psc=1,N/A,N/A,< 5,N/A,"https://images-fe.ssl-images-amazon.com/images/I/61i9MAJdwoL._AC_UL600_SR600,400_.jpg",
24,B0012X3T3Y,ネイルネイル ネイルトリートメント N 14g,https://www.amazon.co.jp/%E3%83%8D%E3%82%A4%E3%83%AB%E3%83%8D%E3%82%A4%E3%83%AB-%E3%83%8D%E3%82%A4%E3%83%AB%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88%E3%83%A1%E3%83%B3%E3%83%88-N-14g/dp/B0012X3T3Y/ref=zg_bs_g_4754952051_d_sccl_24/356-1778989-8756505?psc=1,144,3.8,N/A,N/A,"https://images-fe.ssl-images-amazon.com/images/I/612Vwh4uB7L._AC_UL600_SR600,400_.jpg",
25,B0D59XWFC2,N/A,https://www.amazon.co.jp/%E3%83%AD%E3%82%AF%E3%82%B7%E3%82%BF%E3%83%B3-LOCCITANE-%E3%83%8F%E3%83%B3%E3%83%89%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0%E3%83%89%E3%83%A5%E3%82%AA-%E3%82%A4%E3%82%A8%E3%83%AD%E3%83%BC%E3%82%BF%E3%82%AA%E3%83%AB%E4%BB%98%E3%81%8D%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88-%EF%BC%8830%EF%BD%8DL%C3%972%E6%9C%AC%EF%BC%89%E8%AA%95%E7%94%9F%E6%97%A5/dp/B0D59XWFC2/ref=zg_bs_g_4754952051_d_sccl_25/356-1778989-8756505?psc=1,17,3.9,245,N/A,"https://images-fe.ssl-images-amazon.com/images/I/61jl6R-J88L._AC_UL600_SR600,400_.jpg",ライバル候補
26,B093LHVSCL,SPARITUAL スパリチュアル アップルフルーツ キューティクリーン 118ml,https://www.amazon.co.jp/SPARITUAL-%E3%82%B9%E3%83%91%E3%83%AA%E3%83%81%E3%83%A5%E3%82%A2%E3%83%AB-%E3%82%A2%E3%83%83%E3%83%97%E3%83%AB%E3%83%95%E3%83%AB%E3%83%BC%E3%83%84-%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3-118mL/dp/B093LHVSCL/ref=zg_bs_g_4754952051_d_sccl_26/356-1778989-8756505?psc=1,4,3.5,< 5,N/A,"https://images-fe.ssl-images-amazon.com/images/I/41lyp5hdulS._AC_UL600_SR600,400_.jpg",
27,B0DXK2D5S3,N/A,https://www.amazon.co.jp/OPI-%E3%82%AA%E3%83%BC%E3%83%94%E3%83%BC%E3%82%A2%E3%82%A4-%E3%80%90%E8%AA%95%E7%94%9F%E6%97%A5%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%E3%80%91-%E3%83%8F%E3%83%B3%E3%83%89%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0-%E4%BB%8A%E6%B2%BB%E3%82%BF%E3%82%AA%E3%83%AB%E3%83%8F%E3%83%B3%E3%82%AB%E3%83%81%E4%BB%98/dp/B0DXK2D5S3/ref=zg_bs_g_4754952051_d_sccl_27/356-1778989-8756505?psc=1,5,3.8,31,N/A,"https://images-fe.ssl-images-amazon.com/images/I/61Fz+olLbtL._AC_UL600_SR600,400_.jpg",
28,B0DZ5BWD21,N/A,https://www.amazon.co.jp/%E3%83%AD%E3%82%AF%E3%82%B7%E3%82%BF%E3%83%B3-LOCCITANE-%E3%82%B7%E3%83%88%E3%83%A9%E3%82%B9%E3%83%B4%E3%82%A1%E3%83%BC%E3%83%99%E3%83%8A-%E3%82%A2%E3%82%A4%E3%82%B9%E3%83%8F%E3%83%B3%E3%83%89%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0-%E3%82%BD%E3%83%AB%E3%83%99%E3%83%8F%E3%83%B3%E3%83%89%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0/dp/B0DZ5BWD21/ref=zg_bs_g_4754952051_d_sccl_28/356-1778989-8756505?psc=1,15,4.7,N/A,N/A,"https://images-fe.ssl-images-amazon.com/images/I/51HbeldOpjL._AC_UL600_SR600,400_.jpg",
29,B0CQNT1CT9,bamford(バンフォード) ゼラニウム ハンドバーム 75ml,https://www.amazon.co.jp/bamford-%E3%83%90%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%89-%E3%82%BC%E3%83%A9%E3%83%8B%E3%82%A6%E3%83%A0-%E3%83%8F%E3%83%B3%E3%83%89%E3%83%90%E3%83%BC%E3%83%A0-75ml/dp/B0CQNT1CT9/ref=zg_bs_g_4754952051_d_sccl_29/356-1778989-8756505?psc=1,N/A,N/A,< 5,N/A,"https://images-fe.ssl-images-amazon.com/images/I/41-VWejfCHL._AC_UL600_SR600,400_.jpg",
30,B07VCQ9HWB,N/A,https://www.amazon.co.jp/%E3%83%9E%E3%82%A4%E3%83%8E%E3%83%AD%E3%82%B8-%E3%83%90%E3%83%96%E3%83%AB%E3%82%AF%E3%83%AA%E3%82%A2%E3%83%8D%E3%82%A4%E3%83%AB-30g/dp/B07VCQ9HWB/ref=zg_bs_g_4754952051_d_sccl_30/356-1778989-8756505?psc=1,20,2.9,N/A,N/A,"https://images-fe.ssl-images-amazon.com/images/I/61emisvP4NL._AC_UL600_SR600,400_.jpg",
